"uniprot","symbol","degree"
"Q9GZP9","DERL2",6
"Q9BUN5","CCDC28B",6
"Q5EB52","MEST",6
"Q9NZH5","PTTG2",6
"Q8N488","RYBP",6
"O60930","RNASEH1",6
"Q6ZRT6","PRR23B",6
"Q96KR7","PHACTR3",6
"Q8N114","SHISA5",6
"Q16385","SSX2",6
"P16150","SPN",6
"Q96DU3","SLAMF6",6
"Q96LY2","CCDC74B",6
"Q9Y5K8","ATP6V1D",6
"Q3KP22","MAJIN",6
"Q96FE7","PIK3IP1",6
"Q9NYK6","C21orf91",6
"O94778","AQP8",6
"Q96LW2",NA,6
"Q5T0T0","MARCHF8",6
"Q8TAK5","GABPB2",6
"O00219","HAS3",6
"Q9NUP9","LIN7C",6
"Q8TCZ2","CD99L2",6
"Q7RTU1","TCF23",6
"Q0VDI3","TMEM267",6
"Q8N8Y5","ZFP41",6
"Q8IYD9","C18orf54",6
"Q9NYW4","TAS2R5",6
"Q7Z6M3","MILR1",6
"Q6Y1H2","HACD2",6
"Q5VXT5","SYPL2",6
"Q8N7P3","CLDN22",6
"Q9BZF9","UACA",6
"Q9UJ68","MSRA",6
"Q5M9Q1","NKAPL",6
"Q5VVH5","IRAK1BP1",6
"Q9Y375","NDUFAF1",6
"Q96PB8","LRRC3B",6
"Q9NQ35","NRIP3",6
"Q9NWM3","CUEDC1",6
"A0A0B4J2F2","LOC102724428",6
"Q7KYR7","BTN2A1",6
"P27352","CBLIF",6
"Q8WV48","CCDC107",6
"Q7Z6M4","MTERF4",6
"Q6ZWK4","RHEX",6
"Q14108","SCARB2",6
"Q6UWD8","C16orf54",6
"Q8N5I2","ARRDC1",6
"P56880","CLDN20",6
"Q6UXK2","ISLR2",6
"P62312","LSM6",6
"Q9Y4P8","WIPI2",6
"Q9H147","DNTTIP1",6
"O95379","TNFAIP8",6
"Q8NFD2","ANKK1",6
"Q9NWW9","PLAAT2",6
"Q16378","PRR4",6
"Q7L5N1","COPS6",6
"Q96CN5","LRRC45",6
"O60256","PRPSAP2",6
"Q8IWE2","FAM114A1",6
"P61956","SUMO2",6
"Q9UI36","DACH1",6
"Q3MIT2","PUS10",6
"Q13546","RIPK1",6
"Q6MZP7","LIN54",6
"Q9Y4F3","MARF1",6
"P78364","PHC1",6
"Q96MK2","RIPOR3",6
"Q96AQ6","PBXIP1",6
"Q9NQ33","ASCL3",6
"Q9BRX2","PELO",6
"Q6PF15","KLHL35",6
"Q96JA4","MS4A14",6
"Q9H0D6","XRN2",6
"P22415","USF1",6
"P10827","THRA",6
"Q8WXF1","PSPC1",6
"P15259","PGAM2",6
"Q17RB0","RTL8B",6
"P08294","SOD3",6
"Q9NX70","MED29",6
"P40938","RFC3",6
"A0PJY2","FEZF1",6
"Q9UQ90","SPG7",6
"Q96DA0","ZG16B",6
"P56693","SOX10",6
"Q9H987","SYNPO2L",6
"P48378","RFX2",6
"Q9ULW2","FZD10",6
"Q9NW64","RBM22",6
"Q8ND82","ZNF280C",6
"Q92551","IP6K1",6
"Q8IYH5","ZZZ3",6
"Q8IV45","UNC5CL",6
"Q7Z7C7","STRA8",6
"Q9NQ75","CASS4",6
"Q9BXU8","FTHL17",6
"P30049","ATP5F1D",6
"Q9P1A6",NA,6
"Q68CQ4","UTP25",6
"Q8N339","MT1M",6
"O95971","CD160",6
"Q0VDD7","BRME1",6
"Q15365","PCBP1",6
"Q9UKX7","NUP50",6
"Q8IY34","SLC15A3",6
"Q86VV4","RANBP3L",6
"Q9UBT7","CTNNAL1",6
"Q8IY33","MICALL2",6
"Q8TCX5","RHPN1",6
"Q96LT6","C1orf74",6
"O15296","ALOX15B",6
"P61925","PKIA",6
"Q96B23","C18orf25",6
"P46940","IQGAP1",6
"P57771","RGS8",6
"P10124","SRGN",6
"Q5D0E6","DALRD3",6
"Q86SG6","NEK8",6
"Q7L4I2","RSRC2",6
"Q13177","PAK2",6
"Q96GY3","LIN37",6
"P49721","PSMB2",6
"P01024","C3",6
"Q8IZ69","TRMT2A",6
"P26441","CNTF",6
"Q6P5Z2","PKN3",6
"Q8NEY4","ATP6V1C2",6
"Q8WWR8","NEU4",6
"Q9BQ24","ZFYVE21",6
"P11474","ESRRA",6
"Q92731","ESR2",6
"P42568","MLLT3",6
"P57764","GSDMD",6
"Q96DR4","STARD4",6
"P23284","PPIB",6
"P45877","PPIC",6
"O43736","ITM2A",6
"Q7Z5S9","TMEM144",6
"Q6P1K1","SLC48A1",6
"Q96BJ3","AIDA",6
"Q6PI25","CNIH2",6
"Q8WZA1","POMGNT1",6
"Q2M3R5","SLC35G1",6
"Q14565","DMC1",6
"A8MUP2","CSKMT",6
"O43451","MGAM",6
"O75427","LRCH4",6
"Q5T1Q4","SLC35F1",6
"Q08708","CD300C",6
"Q3MIN7","RGL3",6
"Q9UGM5","FETUB",6
"Q8IZ57","NRSN1",6
"Q9UQB8","BAIAP2",6
"Q02161","RHD",6
"P18031","PTPN1",6
"Q7Z6L0","PRRT2",6
"O43934","MFSD11",6
"Q86Y07","VRK2",6
"O95832","CLDN1",6
"P25789","PSMA4",6
"Q9GZT3","SLIRP",6
"O94842","TOX4",5
"Q9BWG4","SSBP4",5
"O43707","ACTN4",5
"O95201","ZNF205",5
"Q96S65","CSRNP1",5
"Q96NL3","ZNF599",5
"Q9Y3C5","RNF11",5
"Q9H2L5","RASSF4",5
"Q9UHJ3","SFMBT1",5
"Q9H204","MED28",5
"P55198","MLLT6",5
"O75815","BCAR3",5
"Q9UPT6","MAPK8IP3",5
"Q6ZN57","ZFP2",5
"Q9Y2D1","ATF5",5
"P55212","CASP6",5
"P31947","SFN",5
"P51861",NA,5
"P46934","NEDD4",5
"Q9H8M7","MINDY3",5
"Q9BQC3","DPH2",5
"Q9NRY2","INIP",5
"Q92609","TBC1D5",5
"Q8NCN2","ZBTB34",5
"Q9H3D4","TP63",5
"Q9NR21","PARP11",5
"Q32M78","ZNF699",5
"Q9UN30","SCML1",5
"Q53H96","PYCR3",5
"Q9Y5K3","PCYT1B",5
"Q96AH0","NABP1",5
"Q9UQK1","PPP1R3C",5
"Q8N1F7","NUP93",5
"Q9BYN7","ZNF341",5
"Q6P2H3","CEP85",5
"Q9UH77","KLHL3",5
"Q96F24","NRBF2",5
"Q9BYE0","HES7",5
"Q8WV41","SNX33",5
"Q9Y4P1","ATG4B",5
"P20336","RAB3A",5
"P40763","STAT3",5
"O94829","IPO13",5
"O15427","SLC16A3",5
"Q49A26","GLYR1",5
"O95154","AKR7A3",5
"O00148","DDX39A",5
"Q16600","ZNF239",5
"Q04726","TLE3",5
"P01308","INS",5
"P13631","RARG",5
"Q53HC0","CCDC92",5
"O75340","PDCD6",5
"P49321","NASP",5
"Q9UPX8","SHANK2",5
"P21266","GSTM3",5
"Q8IUR6","CREBRF",5
"P25963","NFKBIA",5
"Q5BKZ1","ZNF326",5
"P42575","CASP2",5
"Q7RTS6","OTOP2",5
"Q9UNY5","ZNF232",5
"Q8NF64","ZMIZ2",5
"Q9BV20","MRI1",5
"Q96D15","RCN3",5
"Q9UBL3","ASH2L",5
"P04424","ASL",5
"Q8N5Z5","KCTD17",5
"Q5JRA6","MIA3",5
"Q9Y3L3","SH3BP1",5
"O75150","RNF40",5
"Q15834","CCDC85B",5
"Q96B96","LDAF1",5
"P83916","CBX1",5
"Q8N9R8","SCAI",5
"O43617","TRAPPC3",5
"Q13136","PPFIA1",5
"Q96EV8","DTNBP1",5
"O95848","NUDT14",5
"Q53ET0","CRTC2",5
"P17612","PRKACA",5
"Q92748","THRSP",5
"O43739","CYTH3",5
"Q92990","GLMN",5
"Q2M1V0","ISX",5
"Q8WXA9","SREK1",5
"Q6PKC3","TXNDC11",5
"P54274","TERF1",5
"Q9H2J7","SLC6A15",5
"Q9NWH7","SPATA6",5
"P56747","CLDN6",5
"Q9NY26","SLC39A1",5
"Q15695",NA,5
"Q9BVK6","TMED9",5
"Q96HR3","MED30",5
"Q8N6Q1","TMCO5A",5
"Q8IV03","LURAP1L",5
"Q8TC99","FNDC8",5
"P23276","KEL",5
"Q6UXA7","C6orf15",5
"Q8IZ20","ZNF683",5
"Q9UGK8","SERGEF",5
"Q7Z6W1","TMCO2",5
"Q9UF11","PLEKHB1",5
"Q86YW9","MED12L",5
"Q86X51","EZHIP",5
"P50552","VASP",5
"O94900","TOX",5
"O60729","CDC14B",5
"Q9UBX0","HESX1",5
"Q9NQX7","ITM2C",5
"Q6ZU15","SEPTIN14",5
"Q96A49","SYAP1",5
"P0C7A2",NA,5
"Q16322","KCNA10",5
"Q13232","NME3",5
"P05019","IGF1",5
"Q96K58","ZNF668",5
"Q9P2Y4","ZNF219",5
"Q8NFJ6","PROKR2",5
"Q14166","TTLL12",5
"Q15257","PTPA",5
"Q8TBC3","SHKBP1",5
"Q9H813","PACC1",5
"P78347","GTF2I",5
"Q5VUJ9","EFCAB2",5
"P17081","RHOQ",5
"Q96KG9","SCYL1",5
"Q86TV6","TTC7B",5
"Q6PIV2","FOXR1",5
"Q5T0J7","TEX35",5
"Q9Y6W6","DUSP10",5
"Q5T9C2","FAM102A",5
"P31431","SDC4",5
"Q9NP79","VTA1",5
"O60896","RAMP3",5
"Q96SI1","KCTD15",5
"P10826","RARB",5
"Q13133","NR1H3",5
"P55039","DRG2",5
"Q9H1K6","TLNRD1",5
"A0PJW8","DAPL1",5
"Q01740","FMO1",5
"P46109","CRKL",5
"Q15937","ZNF79",5
"Q8TAV4","STOML3",5
"Q6BDI9","REP15",5
"Q96AZ1","EEF1AKMT3",5
"O60499","STX10",5
"P09017","HOXC4",5
"Q96S99","PLEKHF1",5
"P51159","RAB27A",5
"Q15274","QPRT",5
"Q6UVW9","CLEC2A",5
"Q7L2H7","EIF3M",5
"Q9Y5J6","TIMM10B",5
"Q9NXK6","PAQR5",5
"Q9NSI6","BRWD1",5
"Q9UIL8","PHF11",5
"A5LHX3","PSMB11",5
"Q5PRF9","SAMD4B",5
"A0PJX4","SHISA3",5
"Q96NT0","CCDC115",5
"O95881","TXNDC12",5
"P14927","UQCRB",5
"P59998","ARPC4",5
"Q5TFG8","ZC2HC1B",5
"Q00059","TFAM",5
"Q04118",NA,5
"Q7Z6G8","ANKS1B",5
"Q01449","MYL7",5
"Q8NA42","ZNF383",5
"Q9NW75","GPATCH2",5
"Q8TAQ5","ZNF420",5
"Q9BRK3","MXRA8",5
"Q86WI0","LHFPL1",5
"Q96E16","SMIM19",5
"P85299","PRR5",5
"Q9BR84","ZNF559",5
"Q96EP9","SLC10A4",5
"Q15327","ANKRD1",5
"Q96BR5","COA7",5
"Q3B8N2","LGALS9B",5
"Q8N9W4","GOLGA6L2",5
"Q8NCX0","CCDC150",5
"Q96LB3","IFT74",5
"P61018","RAB4B",5
"O75955","FLOT1",5
"P57077","MAP3K7CL",5
"Q6P5X7","TMEM71",5
"Q8N1D0",NA,5
"Q6NSZ9","ZSCAN25",5
"Q9NW61","PLEKHJ1",5
"Q6P9G9","ZNF449",5
"Q6ZVD7","STOX1",5
"Q13123","IK",5
"P16333","NCK1",5
"P55899","FCGRT",5
"Q9Y2W6","TDRKH",5
"P15529","CD46",5
"Q8N6U8","GPR161",5
"P20645","M6PR",5
"Q6UXG3","CD300LG",5
"Q16533","SNAPC1",5
"O95424","DEXI",5
"Q8IX29","FBXO16",5
"P24588","AKAP5",5
"P62851","RPS25",5
"Q9BRX5","GINS3",5
"Q8TBJ4","PLPPR1",5
"P20292","ALOX5AP",5
"P60323","NANOS3",5
"Q969W9","PMEPA1",5
"O14681","EI24",5
"Q6P1L5","FAM117B",5
"Q96HV5","TMEM41A",5
"O43716","GATC",5
"P61296","HAND2",5
"Q9UI12","ATP6V1H",5
"P28335","HTR2C",5
"Q8NCE0","TSEN2",5
"Q6UX15","LAYN",5
"P07766","CD3E",5
"Q8TAG6","VXN",5
"P33764","S100A3",5
"Q8NEY1","NAV1",5
"Q92685","ALG3",5
"P78318","IGBP1",5
"O60220","TIMM8A",5
"O43516","WIPF1",5
"Q9UQR0","SCML2",5
"P08754","GNAI3",5
"Q9NWZ3","IRAK4",5
"Q99801","NKX3-1",5
"Q8WWN9","IPCEF1",5
"Q96T51","RUFY1",5
"Q6UWE0","LRSAM1",5
"Q12905","ILF2",5
"B0YJ81","HACD1",5
"Q9UHA4","LAMTOR3",5
"P49407","ARRB1",5
"Q8N2K1","UBE2J2",5
"P55854","SUMO3",5
"O15482","TEX28",5
"O60682","MSC",5
"Q15006","EMC2",5
"Q6XD76","ASCL4",5
"Q9UJ71","CD207",5
"Q9UPV7","PHF24",5
"Q9GZQ8","MAP1LC3B",5
"Q99988","GDF15",5
"Q9UBB6","NCDN",5
"O00214","LGALS8",5
"P40189","IL6ST",5
"P62308","SNRPG",5
"O75830","SERPINI2",5
"Q8TC90","CCER1",5
"Q9P2J8","ZNF624",5
"Q9BUJ2","HNRNPUL1",5
"P23771","GATA3",5
"Q8N370","SLC43A2",5
"Q15319","POU4F3",5
"Q13308","PTK7",5
"Q9BRP7","FDXACB1",5
"Q9BUN1","C1orf56",5
"O15226","NKRF",5
"Q14773","ICAM4",5
"P07438","MT1B",5
"Q8IZC7","ZNF101",5
"P55795","HNRNPH2",5
"Q9NVF9","ETNK2",5
"Q8NDZ0","BEND2",5
"Q9BZS1","FOXP3",5
"P18206","VCL",5
"Q6ISS4","LAIR2",5
"Q6UWV6","ENPP7",5
"P50895","BCAM",5
"Q96ES6","MFSD3",5
"Q9UK80","USP21",5
"P35070","BTC",5
"Q8N6M9","ZFAND2A",5
"Q9UBE0","SAE1",5
"Q96EN9","REX1BD",5
"Q15797","SMAD1",5
"P53582","METAP1",5
"Q99650","OSMR",5
"Q5ST30","VARS2",5
"Q4G176","ACSF3",5
"P40617","ARL4A",5
"Q5TBC7","BCL2L15",5
"O75145","PPFIA3",5
"Q96C28","ZNF707",5
"Q96JC4","ZNF479",5
"Q6PF04","ZNF613",5
"P09228","CST2",5
"Q9H1K1","ISCU",5
"Q86VS8","HOOK3",5
"Q9Y4Z0","LSM4",5
"Q96L73","NSD1",5
"O15211","RGL2",5
"O75386","TULP3",5
"Q8N988","ZNF557",5
"Q99618","CDCA3",5
"P16220","CREB1",5
"Q6UXT9","ABHD15",5
"P22301","IL10",5
"Q9BRL6","SRSF8",5
"Q9NRW1","RAB6B",5
"Q04756","HGFAC",5
"Q02577","NHLH2",5
"Q07866","KLC1",5
"O43924","PDE6D",5
"Q00535","CDK5",5
"P09603","CSF1",5
"Q9HBU6","ETNK1",5
"Q02094","RHAG",5
"Q9NVG8","TBC1D13",5
"Q9NPA0","EMC7",5
"P04004","VTN",5
"Q70IA8","MOB3C",5
"P17014","ZNF12",5
"O43148","RNMT",5
"Q16401","PSMD5",5
"Q8WUT4","LRRN4",5
"Q9BX46","RBM24",5
"P62877","RBX1",5
"Q6B0K9","HBM",5
"Q8TEB1","DCAF11",5
"Q92935","EXTL1",5
"Q96BY2","MOAP1",5
"Q8WV15","TMEM255B",5
"Q96AQ7","CIDEC",5
"Q9NUQ2","AGPAT5",5
"Q9UHQ9","CYB5R1",5
"Q9BQS2","SYT15",5
"Q9H3K2","GHITM",5
"Q8TDW5","SYTL5",5
"Q14129","DGCR6",5
"Q96HA9","PEX11G",5
"Q96NB2","SFXN2",5
"Q9GZX9","TWSG1",5
"O00124","UBXN8",5
"P11049","CD37",5
"Q99541","PLIN2",5
"P07357","C8A",5
"O95968","SCGB1D1",5
"Q9Y4E8","USP15",5
"P08582","MELTF",5
"P53611","RABGGTB",4
"Q16877","PFKFB4",4
"Q9UGJ1","TUBGCP4",4
"Q8N8F7","LSMEM1",4
"Q9Y294","ASF1A",4
"P0CW24","PNMA6A",4
"O95544","NADK",4
"Q8IZ13","ZBED8",4
"Q9NPQ8","RIC8A",4
"O95199","RCBTB2",4
"Q7LC44","ARC",4
"Q7Z6B0","CCDC91",4
"P07902","GALT",4
"Q9NWT6","HIF1AN",4
"O15397","IPO8",4
"Q86W11","ZSCAN30",4
"P20591","MX1",4
"Q9BUE0","MED18",4
"Q56NI9","ESCO2",4
"Q9H165","BCL11A",4
"Q13563","PKD2",4
"Q8IV36","HID1",4
"Q8IZE3","SCYL3",4
"Q15506","SPA17",4
"Q9UI08","EVL",4
"Q96EP1","CHFR",4
"Q99592","ZBTB18",4
"Q96GX9","APIP",4
"Q12950","FOXD4",4
"B1ATL7","PRR32",4
"Q8N2M8","CLASRP",4
"O75431","MTX2",4
"Q9UHV8","LGALS13",4
"P52757","CHN2",4
"Q16254","E2F4",4
"Q13033","STRN3",4
"Q6NSJ5","LRRC8E",4
"Q00587","CDC42EP1",4
"Q96HZ4","HES6",4
"O14841","OPLAH",4
"P08151","GLI1",4
"Q2TAA8","TSNAXIP1",4
"Q9UJY5","GGA1",4
"P29084","GTF2E2",4
"Q8NFW9","MYRIP",4
"P31153","MAT2A",4
"Q9BY43","CHMP4A",4
"Q7Z7K2","ZNF467",4
"P29083","GTF2E1",4
"Q9BS16","CENPK",4
"Q9BXA7","TSSK1B",4
"P63104","YWHAZ",4
"P41743","PRKCI",4
"O75528","TADA3",4
"O60547","GMDS",4
"Q16236","NFE2L2",4
"Q9UJT2","TSKS",4
"Q8WZ60","KLHL6",4
"Q5T5X7","BEND3",4
"Q03393","PTS",4
"Q9NQ69","LHX9",4
"Q9Y230","RUVBL2",4
"Q16611","BAK1",4
"O00506","STK25",4
"Q14194","CRMP1",4
"Q9NUI1","DECR2",4
"Q01968","OCRL",4
"Q9NWB7","IFT57",4
"Q9ULA0","DNPEP",4
"Q7LBR1","CHMP1B",4
"Q13164","MAPK7",4
"Q6PD74","AAGAB",4
"Q15437","SEC23B",4
"Q9BXU3","TEX13A",4
"Q14457","BECN1",4
"P23109","AMPD1",4
"Q9H4M7","PLEKHA4",4
"Q8NF99","ZNF397",4
"Q9UIV1","CNOT7",4
"O43548","TGM5",4
"Q9Y6N9","USH1C",4
"Q8NA72","POC5",4
"Q86VQ0","LCA5",4
"P36405","ARL3",4
"Q9NPI6","DCP1A",4
"Q9H000","MKRN2",4
"P36404","ARL2",4
"Q9BQQ3","GORASP1",4
"Q01433","AMPD2",4
"Q9H4M9","EHD1",4
"Q8N302","AGGF1",4
"Q8WWG1","NRG4",4
"Q92530","PSMF1",4
"P20719","HOXA5",4
"Q504T8","MIDN",4
"P31249","HOXD3",4
"Q99259","GAD1",4
"Q2TBA0","KLHL40",4
"Q06546","GABPA",4
"Q7L4P6","BEND5",4
"P48742","LHX1",4
"O15062","ZBTB5",4
"Q8ND25","ZNRF1",4
"Q96KN1","LRATD2",4
"Q9NRN7","AASDHPPT",4
"Q86XJ1","GAS2L3",4
"P50479","PDLIM4",4
"Q96DX8","RTP4",4
"Q9HAF1","MEAF6",4
"P49720","PSMB3",4
"Q92934","BAD",4
"P13667","PDIA4",4
"Q96GL9","FAM163A",4
"O43422","THAP12",4
"P17020","ZNF16",4
"Q9BZC1","CELF4",4
"Q6TGC4","PADI6",4
"Q9UKK9","NUDT5",4
"Q8N4U5","TCP11L2",4
"P43657","LPAR6",4
"Q9NQ87","HEYL",4
"Q5JR12","PPM1J",4
"Q8WW36","ZCCHC13",4
"Q6PJQ5","FOXR2",4
"Q9Y575","ASB3",4
"Q86UW2","SLC51B",4
"Q8WVD3","RNF138",4
"P35250","RFC2",4
"Q496A3","SPATS1",4
"P51814","ZNF41",4
"Q9Y328","NSG2",4
"P06730","EIF4E",4
"Q86WS4","C12orf40",4
"Q6AZW8","ZNF660",4
"P62316","SNRPD2",4
"Q8N998","CCDC89",4
"O15266","SHOX",4
"P80217","IFI35",4
"Q99447","PCYT2",4
"O95561","C1orf105",4
"Q9NZD4","AHSP",4
"Q9NX58","LYAR",4
"P09455","RBP1",4
"P37231","PPARG",4
"Q9NXJ5","PGPEP1",4
"P21217","FUT3",4
"Q8NCF5","NFATC2IP",4
"P53674","CRYBB1",4
"Q3LI73","KRTAP19-4",4
"Q96A05","ATP6V1E2",4
"P54709","ATP1B3",4
"Q6IQ16","SPOPL",4
"Q8TDD2","SP7",4
"Q14524","SCN5A",4
"Q6P656","CFAP161",4
"Q6ZUJ4","C3orf62",4
"Q00765","REEP5",4
"P0C671","BNIP5",4
"Q96N77","ZNF641",4
"Q13901","C1D",4
"Q07820","MCL1",4
"Q6J272","FAM166A",4
"Q8NG50","RDM1",4
"Q12972","PPP1R8",4
"Q96QK8","SMIM14",4
"O15372","EIF3H",4
"Q92759","GTF2H4",4
"Q5VYS4","MEDAG",4
"Q92600","CNOT9",4
"Q14195","DPYSL3",4
"Q9GZM7","TINAGL1",4
"Q9UKZ1","CNOT11",4
"Q9H172","ABCG4",4
"Q5T8D3","ACBD5",4
"Q9Y5P6","GMPPB",4
"Q8NFM4","ADCY4",4
"P09683","SCT",4
"Q96NL1","TMEM74",4
"P40198","CEACAM3",4
"Q8WYA1","ARNTL2",4
"Q8IU57","IFNLR1",4
"Q86XK7","VSIG1",4
"P17302","GJA1",4
"Q6UXN7","TOMM20L",4
"Q9P2Z0","THAP10",4
"P12524","MYCL",4
"Q8N3J9","ZNF664",4
"O75381","PEX14",4
"Q9NZJ6","COQ3",4
"Q9BV23","ABHD6",4
"Q4G0S7","CCDC152",4
"Q9C0I3","CCSER1",4
"Q96LA5","FCRL2",4
"Q96JK4","HHIPL1",4
"Q9UGI6","KCNN3",4
"Q86X19","TMEM17",4
"Q15776","ZKSCAN8",4
"P35226","BMI1",4
"Q8IZF2","ADGRF5",4
"P17540","CKMT2",4
"Q86T03","PIP4P1",4
"Q9BTT4","MED10",4
"Q5TF39","MFSD4B",4
"Q9H8W3","FAM204A",4
"Q9UHR4","BAIAP2L1",4
"P61165","TMEM258",4
"Q9UGN4","CD300A",4
"P25090","FPR2",4
"Q8NA69","TEX45",4
"Q14746","COG2",4
"Q96IM9","DYDC2",4
"Q96PL5","ERMAP",4
"Q9H3L0","MMADHC",4
"Q9H9V4","RNF122",4
"Q96KS9","FAM167A",4
"Q8TCV5","WFDC5",4
"P57738","TCTA",4
"P35240","NF2",4
"Q13239","SLA",4
"P49419","ALDH7A1",4
"P01111","NRAS",4
"P59817","ZNF280A",4
"Q8TC17","GRAPL",4
"Q96PE7","MCEE",4
"P43003","SLC1A3",4
"P32780","GTF2H1",4
"P51523","ZNF84",4
"Q8TDQ7","GNPDA2",4
"Q9NXB9","ELOVL2",4
"P11473","VDR",4
"Q9NS68","TNFRSF19",4
"Q3MIR4","TMEM30B",4
"Q7RTT5","SSX7",4
"P01037","CST1",4
"Q14094","CCNI",4
"O14944","EREG",4
"Q9NPJ4","PNRC2",4
"Q8N4P3","HDDC3",4
"O75817","POP7",4
"Q8IUR7","ARMC8",4
"Q12904","AIMP1",4
"Q96CK0","ZNF653",4
"Q8IZV5","RDH10",4
"Q9H8M9","EVA1A",4
"Q9NS25","SPANXB1",4
"Q8N2F6","ARMC10",4
"Q9H3U1","UNC45A",4
"Q6I9Y2","THOC7",4
"A4QMS7","C5orf49",4
"P22466","GAL",4
"O43688","PLPP2",4
"O95716","RAB3D",4
"Q8IYJ0","PIANP",4
"Q9UHV9","PFDN2",4
"Q13586","STIM1",4
"Q15036","SNX17",4
"Q8IVA1","PCP2",4
"Q9BVT8","TMUB1",4
"Q9UGK3","STAP2",4
"Q9P2X0","DPM3",4
"Q99706","KIR2DL4",4
"Q7Z3Z2","RD3",4
"Q6PID6","TTC33",4
"P19075","TSPAN8",4
"Q9NUG4","CCM2L",4
"Q8N7F7","UBL4B",4
"Q8NEQ6","SRARP",4
"Q8IU89","CERS3",4
"Q5T681","C10orf62",4
"Q9BR01","SULT4A1",4
"Q9NRF9","POLE3",4
"P15018","LIF",4
"Q659C4","LARP1B",4
"Q6PJG6","BRAT1",4
"Q8WXD5","GEMIN6",4
"Q9Y6K1","DNMT3A",4
"P52739","ZNF131",4
"Q15019","SEPTIN2",4
"Q92914","FGF11",4
"Q8TDF6","RASGRP4",4
"Q9P291","ARMCX1",4
"Q9UJ90","KCNE5",4
"Q9BS91","SLC35A5",4
"Q9Y2U8","LEMD3",4
"Q6ZNE9","RUFY4",4
"Q16851","UGP2",4
"P48552","NRIP1",4
"Q6ISB3","GRHL2",4
"O95045","UPP2",4
"P61586","RHOA",4
"Q9UNI6","DUSP12",4
"Q9ULW8","PADI3",4
"O95400","CD2BP2",4
"P15882","CHN1",4
"P16083","NQO2",4
"P07195","LDHB",4
"Q96LW4","PRIMPOL",4
"Q9Y5X2","SNX8",4
"P62191","PSMC1",4
"O60760","HPGDS",4
"Q9NQW7","XPNPEP1",4
"Q96D98","EID2B",4
"P07498","CSN3",4
"Q9P2R6","RERE",4
"Q9UK11","ZNF223",4
"Q96H22","CENPN",4
"Q68CZ6","HAUS3",4
"Q92979","EMG1",4
"Q8NHU3","SGMS2",4
"Q9ULW5","RAB26",4
"P48509","CD151",4
"Q6RSH7","VHLL",4
"P52737","ZNF136",4
"Q96NT1","NAP1L5",4
"Q15697","ZNF174",4
"Q8N6F7","GCSAM",4
"Q9UL63","MKLN1",4
"Q96LP2","FAM81B",4
"Q9NPC6","MYOZ2",4
"P69892","HBG2",4
"Q5T655","CFAP58",4
"Q9BQ04","RBM4B",4
"P01374","LTA",4
"O95999","BCL10",4
"Q9NZN9","AIPL1",4
"O95164","UBL3",4
"P68871","HBB",4
"O60759","CYTIP",4
"Q6NXT2","H3-5",4
"Q9H019","MTFR1L",4
"Q96C86","DCPS",4
"Q9BRJ2",NA,4
"O95059","RPP14",4
"P52952","NKX2-5",4
"Q8N6L7","TMEM252",4
"Q8WV60","PTCD2",4
"Q8NEF3","CCDC112",4
"Q96EY4","TMA16",4
"Q4KMZ1","IQCC",4
"Q86Y46","KRT73",4
"Q9UHR5","SAP30BP",4
"Q96FH0","BORCS8",4
"P48723","HSPA13",4
"Q96AA8","JAKMIP2",4
"Q8NCN4","RNF169",4
"P41222","PTGDS",4
"Q496Y0","LONRF3",4
"P07919","UQCRH",4
"Q9BT17","MTG1",4
"Q96JN0","LCOR",4
"Q8TB03","CXorf38",4
"P60981","DSTN",4
"Q9H2B2","SYT4",4
"P09661","SNRPA1",4
"Q93034","CUL5",4
"Q9NX38","ABITRAM",4
"Q9BV47","DUSP26",4
"P31749","AKT1",4
"Q86WQ0","NR2C2AP",4
"Q9H0F6","SHARPIN",4
"Q9BQ70","TCF25",4
"Q9NZL9","MAT2B",4
"Q9UBV7","B4GALT7",4
"Q8TC76","FAM110B",4
"P42892","ECE1",4
"Q8N9B5","JMY",4
"O76082","SLC22A5",4
"Q08AH1","ACSM1",4
"Q5QJE6","DNTTIP2",4
"Q13588","GRAP",4
"O00233","PSMD9",4
"P68106","FKBP1B",4
"Q9UPT9","USP22",4
"Q9H1K4","SLC25A18",4
"O43592","XPOT",4
"Q8WWM9","CYGB",4
"Q5MJ68","SPDYC",4
"Q9NWW6","NMRK1",4
"O14543","SOCS3",4
"P17041","ZNF32",4
"Q12901","ZNF155",4
"Q969R2","OSBP2",4
"Q96MM3","ZFP42",4
"Q16548","BCL2A1",4
"P35219","CA8",4
"O75419","CDC45",4
"P0CI01",NA,4
"Q07912","TNK2",4
"O15347","HMGB3",4
"Q13409","DYNC1I2",4
"P48047","ATP5PO",4
"Q9H4G1","CST9L",4
"Q9NZV6","MSRB1",4
"Q99954","SMR3A",4
"Q86VD7","SLC25A42",4
"Q9NP91","SLC6A20",4
"O95864","FADS2",4
"O60225","SSX5",4
"Q96PF2","TSSK2",4
"Q8TDY4","ASAP3",4
"A1A580","KRTAP23-1",4
"Q9UMY4","SNX12",4
"P06727",NA,4
"P55735","SEC13",4
"Q8N954","GPATCH11",4
"P22105","TNXB",4
"Q16670","ZSCAN26",4
"Q9H4F8","SMOC1",4
"Q8NAV1","PRPF38A",4
"P17275","JUNB",4
"Q9BZE9","ASPSCR1",4
