"pubmedID","num_inter","n_proteins"
"11836555","1","2"
"17208333","2","3"
"15067004","5","5"
"20624913","5","6"
"6401713","1","1"
"10713113","1","1"
"27499296","3365","536"
"11716761","1","2"
"10477752","1","2"
"11062248","1","1"
"12690449","3","3"
"19553677","12","12"
"21440557","2","3"
"22244764","2","3"
"16407074","4","4"
"18218781","4","5"
"25960410","2","3"
"17008723","1","2"
"22948151","3","4"
"24360279","10","8"
"25470060","10","8"
"12000790","4","5"
"9482734","1","2"
"12628243","1","2"
"8259519","2","3"
"11712088","4","5"
"11251183","3","3"
"11533658","2","3"
"11972058","3","4"
"16212417","33","31"
"15355978","2","3"
"19576224","8","7"
"22682247","24","22"
"21664290","3","4"
"23840886","1","2"
"9707618","1","2"
"10545404","1","2"
"8638126","3","3"
"27902311","7","7"
"22056988","7","8"
"12469119","4","5"
"1248321","1","1"
"12941633","3","3"
"12571228","1","2"
"9557739","2","2"
"15710388","1","2"
"26751641","20","20"
"10706604","3","3"
"8955128","1","2"
"12244047","5","5"
"8521822","3","4"
"12036432","1","2"
"22203677","3","4"
"12527908","1","2"
"11439334","3","4"
"10764767","1","2"
"12554773","1","2"
"15681850","1","2"
"12445460","5","5"
"16004603","9","7"
"11279024","1","2"
"23246962","3","4"
"15044604","2","2"
"18533145","1","2"
"12000714","5","6"
"12118383","1","2"
"17220478","62","62"
"11254878","3","3"
"9405455","3","3"
"15023525","3","4"
"12830000","2","3"
"10772923","3","3"
"18593907","1","2"
"11401320","3","3"
"19016843","2","3"
"22158051","3","3"
"16125672","1","2"
"16574648","2","3"
"18593713","6","5"
"24798214","4","5"
"22752307","2","3"
"24424122","2","3"
"28966723","6","7"
"17909039","2","3"
"25344754","4","4"
"16983094","2","3"
"23901104","8","8"
"25783203","6","7"
"28931724","7","5"
"26463206","16","10"
"24554770","8","8"
"10381257","1","2"
"17510655","2","3"
"12234671","1","2"
"10620020","2","3"
"14742711","2","3"
"27783990","1","2"
"26717875","1","2"
"9285060","1","2"
"11809823","1","2"
"10488091","1","2"
"19368893","1","2"
"18193033","2","3"
"11864968","7","5"
"11916967","1","2"
"12944908","4","4"
"12799378","3","4"
"11792709","1","2"
"10987273","1","2"
"21741601","1","2"
"21885566","3","3"
"15060161","3","4"
"22187462","2","3"
"12473676","3","2"
"11973335","1","2"
"18347063","2","3"
"21751375","1","2"
"16476742","1","2"
"23273993","2","3"
"26657156","4","4"
"23029530","3","3"
"11230133","1","1"
"15574589","3","2"
"17765891","11","12"
"23995758","1","2"
"19626115","4","5"
"22796965","1","2"
"12221002","3","2"
"10976108","1","2"
"11955436","2","3"
"29674637","4","5"
"24056301","12","10"
"10917521","2","2"
"10570481","3","4"
"12454992","2","3"
"12782285","22","13"
"10409705","2","3"
"8127865","1","2"
"11940572","9","8"
"12244095","9","10"
"12626508","6","7"
"8626374","6","7"
"12576423","10","11"
"14551213","10","11"
"25065853","2","3"
"9348292","1","2"
"12655004","2","3"
"11118435","2","2"
"11527961","2","3"
"12589056","1","2"
"15109492","10","5"
"22889411","64","61"
"14730349","1","2"
"21423148","5","6"
"10593918","1","2"
"12507512","5","5"
"14676205","2","2"
"11418125","1","2"
"26302480","2","2"
"15140879","1","2"
"11163772","2","3"
"18922472","66","47"
"14660641","6","5"
"12413882","1","2"
"20224040","5","6"
"18287330","3","3"
"23243000","1","2"
"22720799","5","7"
"21816923","4","4"
"23184942","4","5"
"25936802","8","8"
"14977921","2","3"
"10357812","2","2"
"15319436","1","2"
"20571128","4","4"
"15471945","2","2"
"10644691","10","9"
"19931244","3","4"
"12786944","3","3"
"14558883","1","2"
"14659886","1","2"
"11884399","3","4"
"9121482","4","3"
"15563468","7","5"
"11907264","1","2"
"12432068","1","2"
"10373557","1","2"
"10523313","2","3"
"16899510","7","8"
"16912045","3","5"
"23064647","1","2"
"15668232","1","2"
"11713476","2","3"
"16569639","2","3"
"11713475","2","3"
"18772112","4","4"
"16724116","6","4"
"19304756","6","6"
"19816403","3","3"
"22014570","3","3"
"19443654","2","3"
"26350900","3","4"
"17050667","4","4"
"17914096","2","4"
"16630820","8","7"
"22304967","6","5"
"20126258","3","4"
"19202075","8","8"
"10781591","1","2"
"8006036","1","2"
"23255603","3","3"
"11470831","1","2"
"7665596","5","5"
"19376773","18","16"
"19168127","29","14"
"8308009","2","3"
"8636150","22","10"
"10681448","1","2"
"12237128","1","1"
"12062805","1","1"
"12501215","1","2"
"9054423","1","2"
"19644450","3","3"
"15004547","1","1"
"7958871","1","2"
"16923959","1","2"
"12466281","1","2"
"10940556","1","2"
"10359609","1","2"
"14522952","3","4"
"9388192","1","2"
"25202013","3","4"
"26508788","2","3"
"17512409","2","2"
"9521872","1","2"
"12826659","4","4"
"22241478","1","2"
"21965288","1","2"
"14607334","1","1"
"22724072","1","1"
"22280891","7","5"
"10523312","6","4"
"11470414","4","4"
"20016786","2","3"
"17940067","4","5"
"12549979","3","3"
"11532957","1","2"
"19571879","6","6"
"12925532","1","2"
"11734550","1","2"
"12446675","1","2"
"16622255","1","2"
"22662192","8","9"
"11168528","2","3"
"10753743","1","2"
"10562286","1","2"
"21725292","1","2"
"12114015","2","3"
"20531388","4","4"
"16798748","1","2"
"14516475","1","2"
"22017875","21","21"
"18650423","4","5"
"21466614","3","4"
"22912335","2","3"
"19053519","3","4"
"23514615","1","2"
"24464578","2","3"
"24501426","2","3"
"24451375","4","4"
"22730322","6","6"
"25149538","5","7"
"26091241","37","35"
"26506240","3","5"
"25873176","4","5"
"27316454","3","4"
"21829575","1","2"
"30181396","8","5"
"20851351","3","5"
"19956254","3","6"
"28018973","2","3"
"24561623","3","3"
"12071859","1","1"
"11078522","1","1"
"12559950","2","3"
"11036079","3","4"
"24886089","8","8"
"26479788","8","6"
"15161931","1","2"
"12592373","4","4"
"12477722","1","2"
"10877843","1","2"
"14739464","4","4"
"12051714","1","2"
"19303846","2","3"
"19107203","3","4"
"26359353","4","4"
"25897075","6","6"
"18687691","5","6"
"15654769","2","2"
"18243103","3","3"
"12242034","2","2"
"12629050","6","3"
"2132133","1","1"
"12695331","1","2"
"12438242","2","4"
"10358071","1","1"
"12820725","1","2"
"20404110","11","6"
"22072677","1","1"
"10029089","1","2"
"9733780","1","2"
"24885147","33","23"
"12954732","1","2"
"10653359","1","2"
"9843967","3","4"
"12801916","3","2"
"10559204","1","1"
"11527406","1","2"
"11590244","1","2"
"12712206","1","2"
"18334222","1","2"
"20096688","2","3"
"9920803","7","6"
"12941704","2","3"
"15660128","2","3"
"20164921","3","3"
"11559748","2","3"
"17928862","6","5"
"10898789","1","2"
"12417602","1","2"
"12408825","2","3"
"12408824","1","2"
"15893313","1","2"
"26912724","10","9"
"11563910","1","2"
"12594041","1","2"
"15345239","1","2"
"12535642","1","1"
"14983087","1","1"
"12417297","3","4"
"12135769","4","5"
"10537309","1","1"
"9770450","1","1"
"26121690","2","2"
"7501234","1","1"
"12023974","1","1"
"11134330","2","3"
"23369981","1","2"
"2996495","1","1"
"12941785","1","1"
"9016666","1","2"
"8441384","1","2"
"9792629","1","2"
"9461436","1","2"
"12237304","1","2"
"10594036","1","2"
"15601843","5","7"
"17355863","2","3"
"9133630","1","2"
"15899866","10","9"
"10903324","2","2"
"7836456","1","2"
"16884933","4","5"
"11675383","1","2"
"23326349","16","12"
"11925450","1","2"
"14595118","2","3"
"10426993","3","3"
"11323699","4","3"
"21712812","2","3"
"11171101","2","2"
"11826105","1","2"
"14668487","3","3"
"17395875","1","2"
"9695952","2","2"
"12586771","2","2"
"11108845","1","2"
"12029070","2","3"
"12208518","1","2"
"14960280","1","2"
"12456657","1","2"
"8846784","2","2"
"7592979","1","2"
"9768359","1","2"
"17395714","1","2"
"10581204","1","2"
"20057052","1","1"
"18695677","6","7"
"9215637","1","2"
"15282608","3","3"
"10759893","2","3"
"15664198","11","11"
"19410544","21","19"
"20504901","26","18"
"22407294","19","14"
"23828041","13","10"
"18971269","2","3"
"26167883","23","14"
"27753532","1","2"
"15163629","1","2"
"17875931","2","3"
"19862764","16","17"
"23075851","11","7"
"20953179","17","11"
"17190598","1","2"
"18337722","3","3"
"11520456","2","3"
"12595532","1","1"
"11744694","1","2"
"18378692","2","3"
"22083958","1","2"
"9405633","1","1"
"12352955","1","1"
"12874278","1","2"
"18835279","1","2"
"10214941","1","2"
"18287528","6","6"
"10359607","5","4"
"20427317","9","8"
"12237308","9","5"
"10777578","2","3"
"1326552","1","2"
"15631994","3","5"
"6351842","1","2"
"11799118","2","3"
"16316319","2","2"
"17596511","2","2"
"1597471","2","3"
"2061332","2","3"
"3542996","2","3"
"9928950","1","2"
"10353845","1","2"
"14503883","3","4"
"9585570","3","3"
"20860624","1","2"
"12437925","1","2"
"15044455","2","3"
"23260140","107","70"
"21680743","3","3"
"3417668","1","1"
"2842767","1","1"
"14565989","1","1"
"11514663","3","4"
"2986725","1","1"
"6088481","2","2"
"9722550","1","1"
"9632704","2","3"
"9733783","2","3"
"10749921","1","1"
"1996959","2","3"
"7890620","2","3"
"11115496","2","3"
"14701874","4","5"
"12675619","2","3"
"9295331","1","2"
"11694331","1","1"
"12603328","1","1"
"3335502","1","1"
"1900515","1","2"
"20190753","2","4"
"12052871","3","4"
"10591629","3","3"
"17551920","1","2"
"12581647","1","2"
"22912744","35","22"
"11782431","1","2"
"18083104","7","8"
"24023838","4","5"
"15355958","3","4"
"11889047","1","1"
"1861080","1","2"
"15454081","4","5"
"27990298","2","3"
"22462548","5","5"
"14705031","1","1"
"2318847","2","3"
"23334297","8","7"
"11722592","4","4"
"8272872","2","3"
"9566874","2","3"
"11751884","2","3"
"15284024","7","6"
"2226462","1","1"
"10922056","18","12"
"11536009","2","3"
"9565572","2","3"
"8408036","1","2"
"12167635","1","1"
"9718313","1","2"
"11313972","2","3"
"20431927","59","41"
"15856011","6","7"
"10191259","1","1"
"11920276","1","2"
"8400294","1","2"
"15475357","1","2"
"11241273","1","2"
"15642376","3","4"
"11082198","3","2"
"10925297","3","3"
"19834108","2","3"
"15156153","5","4"
"26775640","7","5"
"27351213","1","2"
"23838182","2","3"
"11307827","1","2"
"12183056","1","2"
"28805822","38","39"
"1387511","1","2"
"1873479","1","2"
"15308636","2","2"
"11520793","1","2"
"3988746","1","2"
"15177040","1","2"
"9275067","2","3"
"17126813","3","3"
"23957209","3","3"
"9348540","2","3"
"10431247","3","4"
"11413139","1","1"
"11779865","1","2"
"12083803","1","2"
"12271120","1","2"
"10982829","1","2"
"11581410","1","2"
"19805544","1","1"
"1939080","2","3"
"12615363","2","3"
"12502543","1","1"
"12377762","1","1"
"3261170","1","2"
"28775156","51","51"
"12651610","1","2"
"24880343","1","2"
"2013314","1","2"
"11862606","1","1"
"15163459","1","1"
"9153229","2","2"
"16999686","6","6"
"14660627","1","2"
"8625412","1","1"
"15448144","1","2"
"8694752","1","1"
"8999861","1","2"
"7559593","1","1"
"10504266","1","2"
"20305656","3","4"
"9607318","1","2"
"12207009","2","3"
"9352367","1","1"
"11080143","1","1"
"15081113","1","2"
"10545525","1","2"
"15610029","1","1"
"12588862","3","3"
"11368327","1","1"
"18070987","11","7"
"11341921","1","2"
"11258665","1","2"
"15503857","4","4"
"5503857","1","2"
"8208298","1","1"
"9315650","3","3"
"9528765","1","2"
"10567706","14","10"
"10876156","1","2"
"9247190","1","1"
"11567106","1","1"
"8083219","1","2"
"9164868","2","3"
"17234882","2","3"
"16735508","1","2"
"21030982","20","18"
"21873227","16","8"
"24837678","27","12"
"22592529","4","5"
"9620694","2","3"
"11487731","1","2"
"8706894","1","2"
"10783389","1","1"
"12297495","1","1"
"12665549","2","2"
"18448665","6","7"
"20639872","5","6"
"23392225","16","6"
"23262492","7","8"
"25484072","2","3"
"28994404","2","2"
"12019270","3","3"
"10523663","1","2"
"10852705","1","2"
"11821383","3","4"
"15383541","4","4"
"16396833","4","4"
"12160746","2","3"
"14990792","1","2"
"12858173","1","2"
"21572041","1","2"
"12670497","1","2"
"10433963","1","1"
"11110791","1","2"
"20531389","14","13"
"12947115","1","2"
"15099520","1","2"
"27235625","7","8"
"10716919","1","2"
"21293379","3","3"
"15140887","1","1"
"11882650","1","1"
"15103634","1","1"
"11801256","1","2"
"14645515","1","1"
"14690521","1","1"
"15381706","2","2"
"12818188","1","2"
"9918848","1","2"
"9837884","1","2"
"12921779","1","2"
"8666891","1","2"
"12244051","2","2"
"1551416","1","2"
"24086718","1","1"
"12057007","2","3"
"11517935","1","2"
"14711836","1","1"
"12644459","2","2"
"12949073","2","4"
"23213463","7","7"
"11327826","1","2"
"12154070","2","2"
"12045258","5","6"
"10428479","1","2"
"12809493","1","2"
"11313366","2","2"
"26148048","1","1"
"11777924","1","2"
"14741369","3","3"
"12176013","1","2"
"27114453","54","55"
"19345327","3","4"
"14593105","1","2"
"23335796","1","2"
"1959628","1","2"
"195962","1","2"
"2226872","1","2"
"15342248","2","2"
"12270931","3","2"
"15234972","3","2"
"11584018","4","5"
"10644752","1","1"
"12891711","2","3"
"8662884","1","2"
"12801647","3","2"
"10852958","2","3"
"12401781","1","1"
"10748055","2","2"
"8692275","1","1"
"10737943","1","1"
"10373541","1","2"
"12052827","1","2"
"15878342","1","2"
"10435588","1","2"
"15775969","1","2"
"15173106","1","2"
"11022048","1","2"
"16156666","1","2"
"10197981","2","3"
"11536047","1","2"
"12637586","1","2"
"15485908","3","4"
"9335504","1","2"
"17289590","4","5"
"18045539","2","3"
"15632084","1","2"
"26050649","9","11"
"15542607","1","2"
"16131083","1","2"
"19850087","1","2"
"11893744","2","3"
"18239623","29","29"
"21153370","1","1"
"1840554","3","3"
"9372966","1","2"
"11684017","3","4"
"15107404","6","7"
"10082561","2","3"
"12925529","1","2"
"9139739","2","3"
"14734562","2","3"
"11867521","3","4"
"9440692","1","2"
"8499951","1","2"
"11818365","1","2"
"9817600","8","6"
"8288579","1","2"
"15150264","1","2"
"15751966","1","2"
"12511558","1","2"
"12177065","3","3"
"9570146","2","3"
"8946919","1","2"
"15674331","2","3"
"12839982","3","3"
"10878006","3","3"
"8242751","6","7"
"9858587","4","5"
"8756624","14","12"
"15890360","10","6"
"16962592","4","5"
"16765349","3","4"
"9284049","1","2"
"8641969","2","3"
"20102411","5","6"
"20587660","2","3"
"15647383","3","4"
"10918595","1","2"
"11132966","4","5"
"12800980","6","7"
"12949733","3","5"
"10874474","1","2"
"18850315","6","5"
"11477082","2","3"
"9658399","4","4"
"13678583","4","5"
"9632134","9","7"
"9380407","8","6"
"12383116","6","6"
"9660939","9","6"
"11302688","2","3"
"9472014","8","7"
"12361598","4","5"
"9464540","7","7"
"9546435","2","3"
"10022118","3","4"
"8622677","2","3"
"25483090","1","2"
"29510343","7","5"
"27215384","7","5"
"11463845","6","7"
"29666278","2","3"
"23007395","5","5"
"24218572","12","10"
"9811456","2","3"
"15169570","5","6"
"9716181","14","8"
"23880157","2","3"
"11279133","1","2"
"15659654","1","2"
"17293600","3","5"
"8891332","2","3"
"11756412","1","2"
"16982699","3","4"
"12431783","1","2"
"8657154","1","2"
"16082198","7","8"
"26203195","7","8"
"12964161","1","2"
"16616141","4","5"
"11350925","2","3"
"17588519","3","4"
"7911228","1","2"
"16474839","6","5"
"20606006","2","3"
"19895794","1","2"
"18086887","7","6"
"11559705","4","5"
"21415862","24","25"
"20605778","7","8"
"22383522","1","2"
"7780738","1","2"
"10873631","1","2"
"23223023","2","4"
"25411249","1","2"
"26272819","3","4"
"20308078","3","3"
"20086099","5","4"
"11389691","1","2"
"9799125","1","2"
"12058028","2","3"
"11943869","1","2"
"24244542","1","2"
"12011427","1","2"
"11594781","2","3"
"8700517","1","2"
"12407107","1","2"
"10529385","1","2"
"14726710","1","2"
"12853982","1","2"
"10878010","1","2"
"12738762","2","3"
"7791211","1","1"
"2227411","1","2"
"8601310","1","2"
"17409098","4","4"
"7809159","2","3"
"19786724","22","14"
"15772084","3","4"
"16979657","5","4"
"11231585","1","2"
"15980415","4","7"
"16338391","1","2"
"23589337","3","5"
"7624364","1","1"
"7854457","1","1"
"12121226","1","2"
"18261743","2","3"
"12791257","1","2"
"17005551","2","3"
"11839780","1","2"
"9079653","1","2"
"12743109","2","3"
"23061666","5","6"
"10521505","4","5"
"9343414","4","5"
"10446219","4","5"
"9872331","4","5"
"12763138","5","6"
"15979846","2","3"
"10611478","1","2"
"8509458","1","2"
"8910306","1","2"
"8702635","1","2"
"9774483","1","2"
"10766765","1","2"
"11335711","1","2"
"10875894","1","2"
"9714332","1","2"
"8657134","1","2"
"19372587","3","3"
"15313931","1","2"
"21573184","3","3"
"15735682","5","5"
"12804609","2","3"
"11322786","1","2"
"20133729","1","2"
"12387818","3","3"
"12452439","1","2"
"12554937","2","3"
"15649887","2","3"
"12207328","8","10"
"12070153","4","5"
"8662591","3","4"
"10748114","3","4"
"10567526","4","4"
"9099751","5","6"
"23764002","82","80"
"12392551","6","7"
"23405012","4","5"
"24207054","1","2"
"12740381","2","3"
"11568184","1","2"
"16446360","2","3"
"17927916","2","3"
"23066029","3","4"
"15169898","1","2"
"9379041","2","3"
"14654789","1","2"
"15563458","1","2"
"15187115","2","3"
"17138568","2","3"
"12959980","1","2"
"15894266","1","2"
"15070900","2","3"
"15791211","3","4"
"12705885","1","2"
"15647277","7","7"
"12024016","1","2"
"17352427","3","4"
"15831474","2","3"
"15894168","1","2"
"17197020","1","2"
"19305427","3","3"
"19202061","2","3"
"8608603","3","4"
"10939594","1","2"
"12674328","1","2"
"15371306","1","2"
"10951583","2","3"
"14643450","3","4"
"18000219","1","2"
"10787408","1","2"
"20951947","4","5"
"8394372","1","1"
"12376545","5","5"
"10809770","1","1"
"7961788","1","1"
"8620001","1","2"
"15205325","1","2"
"15965487","2","3"
"7758473","1","2"
"15282296","9","9"
"1310259","1","2"
"12837766","1","2"
"7782276","1","2"
"8264577","1","1"
"14980517","2","3"
"15467743","3","4"
"12754301","2","3"
"15845350","1","2"
"15522235","1","2"
"16648845","5","5"
"14657031","9","10"
"17187060","5","5"
"20733055","7","8"
"7736578","1","2"
"16364912","10","11"
"21186364","4","5"
"10506573","9","9"
"12370298","1","2"
"17511879","4","5"
"25056273","1","2"
"12353262","2","3"
"9811605","2","3"
"21454660","2","3"
"16479161","7","7"
"18059335","2","3"
"22014574","7","6"
"18471975","13","9"
"9734353","2","3"
"22280307","3","4"
"17609108","6","7"
"23979597","13","12"
"25156254","1","2"
"15453830","1","2"
"15269224","1","2"
"8943850","3","4"
"12853486","1","2"
"23901102","8","9"
"12692134","1","1"
"14550570","1","2"
"14986435","1","2"
"8617791","2","3"
"12388094","1","2"
"12411508","2","3"
"16191191","7","8"
"14507929","1","2"
"9989807","1","2"
"8524413","2","3"
"16009706","1","2"
"16282323","6","8"
"18505846","1","2"
"20856200","12","13"
"19995607","3","4"
"14645548","9","9"
"16123141","4","5"
"19713527","3","4"
"20682768","2","3"
"23824745","2","3"
"15688030","3","5"
"17428466","1","2"
"22337773","5","7"
"9607320","1","2"
"1836978","2","3"
"9592082","1","2"
"14996911","1","2"
"12885254","1","2"
"15728831","3","4"
"14766232","2","3"
"16105548","1","2"
"7479834","1","2"
"15469824","1","2"
"15659405","1","2"
"15073171","1","1"
"24846670","1","1"
"15218032","2","3"
"9446557","1","2"
"11912208","2","3"
"7595479","1","2"
"14527438","1","2"
"15066279","1","2"
"8024572","1","2"
"15805470","3","4"
"12754513","1","2"
"9230211","1","2"
"10373531","1","2"
"7744247","4","4"
"7644510","8","6"
"28321","1","2"
"20517885","2","3"
"9295288","2","3"
"9280292","4","4"
"10195903","1","2"
"10373478","1","2"
"12381786","2","3"
"7995952","3","3"
"15543136","1","2"
"12935886","1","2"
"15689499","1","2"
"23818989","3","4"
"8422676","2","3"
"12364621","1","2"
"21552324","2","3"
"22884692","5","6"
"12482870","2","3"
"12794186","3","3"
"14729598","1","2"
"7743995","1","2"
"12746458","4","5"
"16501598","4","5"
"14657354","1","2"
"15220921","12","10"
"16669699","3","4"
"19172752","11","8"
"15163635","1","2"
"8662507","2","2"
"10852943","1","1"
"9871618","1","1"
"8521476","1","1"
"10229664","2","3"
"14605214","4","5"
"10585392","1","2"
"12351658","3","4"
"11162547","3","4"
"12451597","1","2"
"12399544","1","2"
"12963847","2","3"
"9278511","3","4"
"18480045","2","3"
"17292828","4","6"
"12759351","2","3"
"23148219","4","5"
"15923622","18","14"
"27780869","39","39"
"10713673","3","4"
"10708762","1","2"
"9727038","2","3"
"15798217","4","5"
"14681206","3","4"
"16338364","4","7"
"14752276","3","4"
"19477924","5","7"
"20348946","2","3"
"1532572","3","4"
"12682249","4","5"
"12769841","1","2"
"9864141","1","2"
"10926775","1","2"
"1292512","1","2"
"12479814","5","5"
"17015477","2","4"
"24982244","1","2"
"20934432","1","2"
"11959842","1","2"
"15935060","4","4"
"11298456","1","2"
"9687506","1","2"
"11985496","2","3"
"11238927","1","2"
"16785445","1","2"
"12093728","2","3"
"15351706","2","3"
"16360037","6","7"
"9380514","1","2"
"19203584","4","4"
"7927516","1","2"
"11914379","1","2"
"12972258","1","2"
"12534372","3","4"
"10318867","1","2"
"11950833","1","2"
"11839748","3","4"
"1406655","1","2"
"10764760","1","2"
"15867431","12","13"
"24029232","6","5"
"17785450","1","2"
"8757325","4","5"
"17510053","3","4"
"10373550","4","4"
"12370188","1","2"
"12600283","1","2"
"8223465","1","2"
"12138179","5","4"
"10364174","1","2"
"16492764","1","2"
"10593970","1","2"
"9710583","2","3"
"10221598","1","2"
"12426379","3","3"
"11513971","1","2"
"3421908","1","2"
"10622723","3","3"
"9524124","1","2"
"11056214","3","4"
"12653964","1","2"
"19860741","1","2"
"17404243","7","9"
"26789250","1","2"
"11675391","2","3"
"14660563","2","3"
"10024883","12","13"
"7806521","1","2"
"18458088","1","2"
"8384309","1","2"
"7488247","1","2"
"7628454","1","2"
"11768231","1","2"
"9887096","2","3"
"9704006","4","5"
"19390533","4","5"
"22138065","1","2"
"10671489","2","3"
"19380484","1","2"
"8065341","1","2"
"18096572","2","3"
"10619402","2","3"
"20006590","2","3"
"10617682","2","3"
"8619634","1","2"
"8631989","1","2"
"8621524","1","2"
"23477502","1","2"
"11025203","2","3"
"9020169","3","4"
"9271372","1","2"
"11782478","3","4"
"27472814","10","7"
"7559467","2","3"
"14729966","1","2"
"10878362","6","6"
"22379092","3","4"
"11399775","3","4"
"11689696","4","5"
"15919723","4","5"
"12893883","3","4"
"10464337","3","3"
"8670833","2","3"
"15629715","9","8"
"12569365","1","2"
"9312053","1","2"
"11698249","1","2"
"26221972","4","4"
"12764136","1","2"
"12766774","1","2"
"10921915","1","2"
"1998667","1","1"
"16699514","1","1"
"17884987","1","1"
"15173315","3","4"
"15752768","2","2"
"15173323","1","2"
"16007225","1","2"
"15522894","1","2"
"12810723","2","2"
"12663655","1","2"
"17666395","1","2"
"17157513","2","3"
"15456787","1","2"
"16513638","3","3"
"9242710","1","2"
"15894802","7","8"
"23152621","2","3"
"16040806","1","2"
"12400006","1","2"
"12928444","1","2"
"12387735","2","3"
"15269344","2","3"
"15314187","1","2"
"15556996","1","2"
"12681290","1","2"
"12777385","72","72"
"15249688","1","2"
"10982400","1","2"
"15623513","3","5"
"15738054","2","4"
"19029091","1","2"
"10971580","3","4"
"15036614","1","2"
"15328349","1","2"
"15946952","1","2"
"15190009","1","2"
"15689355","1","2"
"11812992","1","2"
"12773393","6","7"
"15556946","3","4"
"15010469","6","7"
"11968018","1","2"
"12060494","1","2"
"15695821","4","4"
"10856295","3","4"
"11120739","1","2"
"15846369","1","2"
"14749337","1","1"
"15251447","4","5"
"10469656","2","3"
"14739303","2","3"
"14530355","2","3"
"20047764","4","5"
"15474016","2","3"
"19795416","3","4"
"14982987","6","7"
"12539043","1","2"
"15692560","3","3"
"11287421","1","2"
"15358149","4","3"
"14623880","1","2"
"19361449","3","4"
"20498229","7","6"
"10676964","2","3"
"20709747","1","2"
"14980201","1","2"
"15790681","4","5"
"7646439","2","3"
"15923621","1","2"
"11382764","1","2"
"9873047","8","9"
"17118963","6","6"
"15766559","3","4"
"10666456","1","2"
"12372413","3","4"
"14734547","1","2"
"10543949","1","1"
"10639284","1","1"
"10669564","1","1"
"10877850","1","1"
"11297453","1","1"
"11327577","1","1"
"9733482","1","1"
"9873489","1","1"
"9888835","1","1"
"10647180","1","1"
"11224571","1","1"
"10656833","1","1"
"10666617","1","1"
"11134921","1","1"
"10666601","1","1"
"11134923","1","1"
"11856825","1","1"
"12777802","1","1"
"11533054","1","1"
"20185822","4","4"
"10753826","1","1"
"11207369","1","1"
"8666948","1","1"
"10766826","1","1"
"11705390","1","1"
"1320128","1","1"
"7840679","1","1"
"8037771","1","1"
"8718890","1","1"
"10801319","1","1"
"11279032","1","1"
"11279193","1","1"
"18188677","1","1"
"10828945","1","1"
"10829017","1","2"
"9590177","3","3"
"10880433","1","1"
"10884405","1","1"
"8626683","1","1"
"11021801","1","2"
"11287617","3","4"
"18511940","3","4"
"11297532","1","1"
"12527303","1","1"
"4138920","1","1"
"7236608","1","1"
"955567","1","1"
"992566","1","1"
"10919072","1","1"
"11069911","1","1"
"1924389","1","1"
"9111514","1","1"
"11741952","2","2"
"10954912","1","1"
"9618518","1","1"
"10980448","1","1"
"12204691","1","1"
"10949035","2","2"
"10026247","1","1"
"1940442","1","1"
"9562557","1","1"
"10368283","2","2"
"10707023","1","1"
"1988949","1","1"
"2184886","1","1"
"2681204","1","1"
"9141135","1","1"
"20047188","3","4"
"10378277","1","1"
"11583147","1","1"
"11583148","1","1"
"12600205","1","1"
"1917972","1","1"
"10631974","3","3"
"8241191","1","1"
"9381982","1","2"
"10651627","1","1"
"10600366","1","1"
"10631979","1","1"
"9228021","1","1"
"10631996","1","1"
"12795606","1","1"
"9195888","1","1"
"20062057","1","1"
"10700286","1","1"
"10913357","1","1"
"12121650","1","1"
"12962632","1","1"
"7984237","1","1"
"10688667","1","1"
"10852710","1","1"
"1394426","1","1"
"14638684","1","1"
"2738919","1","1"
"19822147","1","1"
"10924106","1","1"
"7937898","1","1"
"9465049","1","1"
"9783751","1","1"
"19759913","50","49"
"16155580","1","1"
"11483520","1","1"
"9695962","2","2"
"12144777","2","2"
"10022822","1","2"
"10074939","1","1"
"10197586","2","3"
"10198642","1","1"
"17803688","1","1"
"10220378","2","3"
"10357804","1","1"
"10368286","1","1"
"10404591","1","1"
"10411883","1","1"
"10444072","2","3"
"10455165","1","1"
"10497032","1","1"
"10499800","1","1"
"17620338","1","2"
"21033666","1","1"
"15331633","3","3"
"24273172","1","1"
"26506232","22","22"
"22645313","57","57"
"29511261","299","261"
"10733591","1","2"
"10575014","5","5"
"9927733","3","2"
"25670202","83","80"
"10586886","1","1"
"10600384","2","2"
"10623504","1","1"
"18397887","2","3"
"10657303","4","4"
"12672800","2","3"
"10677207","2","2"
"10681512","2","3"
"18436533","3","2"
"10731421","1","1"
"10734119","1","2"
"10770945","1","1"
"10771424","1","1"
"23483999","2","2"
"10799505","1","1"
"10801490","1","1"
"10809782","2","3"
"10837469","1","1"
"10852899","1","1"
"11583574","1","2"
"10869557","1","1"
"10881197","1","1"
"10917520","2","3"
"10938099","1","2"
"17932104","1","2"
"10359819","1","2"
"19805454","312","313"
"24051437","11","9"
"26052702","5","6"
"10964917","1","2"
"11861839","1","2"
"10093054","1","2"
"23587463","1","2"
"1383690","7","7"
"1571536","1","2"
"10892742","1","2"
"14752098","1","1"
"10639192","1","1"
"12525165","1","1"
"8407898","1","1"
"9584847","1","1"
"9804805","1","1"
"18083097","1","1"
"24657436","1","1"
"15711563","6","5"
"8625410","1","2"
"10724160","3","3"
"15361624","1","2"
"10360578","1","2"
"9660763","1","2"
"9422512","2","3"
"10360579","3","4"
"10684602","4","5"
"28539360","2","3"
"18710935","6","4"
"11721045","10","7"
"8969170","1","2"
